0.0442	0.2419
0.0298	0.2206
0.0374	0.1603
0.0566	0.2820
0.0658	0.1956
0.0513	0.1792
0.0566	0.2181
0.0860	0.2201
0.1088	0.3013
0.0716	0.1613
0.0771	0.2178
0.0894	0.2017
0.0933	0.1352
0.0728	0.1445
0.0758	0.1512
0.0781	0.1275
0.0882	0.1697
0.0578	0.0912
0.0762	0.1624
0.0592	0.0929
0.0848	0.1613
0.0938	0.1615
0.0655	0.0873
0.0951	0.1167
0.0840	0.1256
0.0875	0.1323
0.0705	0.0990
0.0914	0.1446
0.0687	0.1015
0.0694	0.0970
0.0693	0.1081
0.0617	0.0791
0.0832	0.1193
0.0783	0.1348
0.0701	0.1084
0.0734	0.1355
0.0947	0.1461
0.0968	0.1721
0.0836	0.1638
0.1070	0.1591
0.0979	0.1513
0.0704	0.1112
0.0523	0.1112
0.0702	0.1694
0.0492	0.1271
0.0757	0.1892
0.0467	0.0983
0.0511	0.1202
0.0838	0.1602
0.0694	0.1719
0.0688	0.1385
0.0876	0.1308
0.0972	0.1860
0.1185	0.1765
0.1003	0.1610
0.0984	0.1714
0.0927	0.1462
0.0814	0.1590
0.0972	0.1667
0.0665	0.0972
0.0882	0.1435
0.0631	0.0894
0.0893	0.1222
0.0880	0.1403
0.0832	0.1102
0.0985	0.1232
0.0818	0.1086
0.0739	0.1012
0.0719	0.1075
0.0639	0.0904
0.0676	0.1002
0.0796	0.1003
0.0634	0.0790
0.0644	0.0859
0.0742	0.1144
0.0733	0.1093
0.0669	0.0936
0.0850	0.1062
0.0826	0.1013
0.0861	0.1098
0.0783	0.1003
0.0695	0.0908
0.0886	0.1250
0.0856	0.1410
0.1106	0.1487
0.0760	0.1427
0.0588	0.0918
0.0969	0.1547
0.0549	0.0945
0.0734	0.1251
0.0730	0.1197
0.0724	0.1403
0.0830	0.1504
0.0965	0.1528
0.0711	0.1477
0.0725	0.1452
0.0829	0.1558
0.0741	0.1266
0.0941	0.1365
0.1205	0.1464
0.0939	0.1313
0.0901	0.1247
0.0969	0.1178
0.1125	0.1411
0.1227	0.1574
0.0608	0.0814
0.0721	0.1302
0.0641	0.0904
0.1129	0.1647
0.1146	0.1633
0.0576	0.0804
0.0709	0.1400
0.0930	0.1516
0.0863	0.1507
0.0622	0.1218
0.0817	0.1902
0.0638	0.1265
0.0719	0.1418
0.0636	0.1271
0.0559	0.0837
0.1063	0.1579
0.0738	0.1530
0.0614	0.1107
0.0676	0.1327
0.1026	0.1292
0.1039	0.1263
0.0826	0.1302
0.0909	0.1377
0.0990	0.1310
0.0664	0.0985
0.0691	0.1017
0.0794	0.1282
0.0553	0.1075
0.0958	0.1611
0.0510	0.0946
0.0572	0.0882
0.0724	0.1061
0.0926	0.1079
0.0897	0.1100
0.1032	0.1218
0.1050	0.1003
0.1232	0.1219
0.1877	0.1273
0.1167	0.1074
0.1400	0.1167
0.0818	0.0803
0.0760	0.0948
0.0687	0.0671
0.0980	0.0831
0.0867	0.0946
0.0774	0.0834
0.1014	0.0981
0.0784	0.0956
0.0749	0.0881
0.0781	0.0894
0.0660	0.0770
0.0710	0.0867
0.0831	0.0936
0.0646	0.0777
0.0640	0.0778
0.0785	0.0956
0.1078	0.1075
0.0675	0.0811
0.0889	0.1011
0.0871	0.0937
0.0810	0.0875
0.0793	0.0891
0.0716	0.0804
0.0846	0.1089
0.0865	0.1183
0.1351	0.1380
0.1602	0.1359
0.0842	0.0837
0.1324	0.1209
0.0746	0.0857
0.1153	0.1058
0.1556	0.1019
0.0919	0.0890
0.1127	0.1050
0.1135	0.1174
0.1755	0.1247
0.1117	0.1029
0.0721	0.0807
0.0952	0.0907
0.0671	0.0770
0.0610	0.0740
0.0624	0.0813
0.0606	0.0761
0.0633	0.0973
0.0659	0.1035
0.0751	0.1107
0.0622	0.1122
0.0665	0.1286
0.0585	0.1260
0.0594	0.1306
0.0713	0.1264
0.0625	0.1448
0.0548	0.0956
0.0581	0.1428
0.0533	0.0827
0.0731	0.1652
0.0936	0.1317
0.0763	0.0945
0.0882	0.1209
0.1103	0.1381
0.1195	0.1379
0.1249	0.1463
0.1183	0.1157
0.1507	0.0992
0.0753	0.0771
0.0655	0.0724
0.1054	0.1056
0.0856	0.0843
