0.3274	0.0694
0.4770	0.0557
0.5045	0.0537
0.5409	0.0495
0.6344	0.0515
0.7312	0.0448
0.7213	0.0413
0.7177	0.0339
0.7410	0.0326
0.4025	0.0302
0.6782	0.0305
0.1950	0.0285
0.3135	0.0297
0.3288	0.0293
0.6029	0.0350
0.5242	0.0276
0.6059	0.0294
0.4925	0.0284
0.4816	0.0271
0.5455	0.0306
0.6906	0.0282
0.7629	0.0308
0.8287	0.0314
0.6612	0.0309
0.7368	0.0331
0.1494	0.0327
0.3871	0.0312
0.1955	0.0266
0.1025	0.0298
0.1407	0.0267
0.1304	0.0323
0.0870	0.0354
0.1229	0.0464
0.2655	0.0491
0.2727	0.0456
0.1437	0.0409
0.2954	0.0474
0.1246	0.0496
0.3234	0.0452
0.1788	0.0248
0.1110	0.0280
0.5267	0.0259
0.5383	0.0301
0.1099	0.0291
0.2348	0.0221
0.5774	0.0233
0.8652	0.0267
0.8271	0.0264
0.7972	0.0242
0.6657	0.0249
0.6277	0.0256
0.5332	0.0254
0.2719	0.0228
0.1873	0.0274
0.3928	0.0298
0.2200	0.0296
0.6115	0.0426
0.5607	0.0445
0.1134	0.0419
0.1404	0.0362
0.2037	0.0360
0.1151	0.0330
0.4011	0.0390
0.3362	0.0372
0.6126	0.0452
0.3249	0.0402
0.2415	0.0381
0.1975	0.0360
0.2147	0.0358
0.1478	0.0368
0.2222	0.0357
0.2750	0.0365
