0.0938	0.1013
0.0879	0.1067
0.0865	0.0795
0.0832	0.0726
0.0884	0.0674
0.0817	0.0657
0.0999	0.0801
0.0796	0.0617
0.0796	0.0576
0.1955	0.0763
0.0932	0.0612
0.1326	0.0701
0.0963	0.0672
0.0901	0.0681
0.0959	0.0705
0.1020	0.0613
0.1076	0.0664
0.0859	0.0673
0.1041	0.0688
0.1028	0.0705
0.0949	0.0665
0.1017	0.0668
0.1410	0.0647
0.1351	0.0682
0.1273	0.0673
0.1349	0.0725
0.1012	0.0695
0.1490	0.0786
0.0884	0.0605
0.1746	0.0739
0.0945	0.0643
0.0939	0.0620
0.1850	0.0730
0.1004	0.0585
0.1794	0.0688
0.1145	0.0632
0.1079	0.0711
0.1039	0.0741
0.1359	0.0715
0.0920	0.0630
0.2219	0.0748
0.0937	0.0562
0.0935	0.0618
0.1570	0.0678
0.1199	0.0596
0.1503	0.0663
0.0841	0.0524
0.2711	0.0786
0.1101	0.0664
0.2535	0.0894
0.1180	0.0941
0.1158	0.0635
0.1192	0.0786
0.2798	0.0880
0.2631	0.0795
0.1073	0.0591
0.0963	0.0505
0.1532	0.0577
0.0955	0.0493
0.2464	0.0678
0.1980	0.0704
0.3540	0.0768
0.1344	0.0603
0.1604	0.0624
0.1717	0.0754
0.1712	0.0656
0.1346	0.0635
0.1040	0.0550
0.0784	0.0463
0.0870	0.0600
0.0907	0.0598
0.1572	0.0709
0.1347	0.0638
0.1146	0.0630
0.2131	0.0669
0.1374	0.0644
0.0859	0.0595
0.1134	0.0619
0.0865	0.0605
0.0795	0.0580
0.0961	0.0640
0.0926	0.0689
0.1167	0.0775
0.1989	0.0790
0.1328	0.0592
0.0954	0.0533
0.1191	0.0625
0.1506	0.0620
0.1684	0.0634
0.0884	0.0475
0.1141	0.0509
0.2692	0.0586
0.3005	0.0625
0.1054	0.0505
0.3270	0.0707
0.1237	0.0573
0.2810	0.0720
0.1160	0.0611
0.2829	0.0726
0.0937	0.0493
0.1555	0.0702
0.1836	0.0699
0.0791	0.0416
0.1358	0.0637
0.1345	0.0527
0.1826	0.0569
0.1263	0.0522
0.1615	0.0529
0.2167	0.0554
0.4416	0.0597
0.1319	0.0488
0.1221	0.0476
0.3072	0.0562
0.1565	0.0509
0.0905	0.0424
0.1394	0.0552
0.1880	0.0509
0.0924	0.0507
0.1444	0.0628
0.2027	0.0615
0.1374	0.0703
0.1362	0.0678
0.0902	0.0637
0.1246	0.0709
0.1509	0.0706
0.1034	0.0685
0.1226	0.0738
0.0957	0.0521
0.0911	0.0539
0.1441	0.0615
0.0906	0.0530
0.0811	0.0480
0.1816	0.0603
0.1425	0.0622
0.3316	0.0649
0.2126	0.0609
0.1454	0.0584
0.1537	0.0580
0.1260	0.0596
0.0864	0.0504
0.0842	0.0512
0.0832	0.0394
0.0959	0.0421
0.1337	0.0437
0.1587	0.0454
0.2235	0.0463
0.1235	0.0416
0.2771	0.0529
0.4884	0.0485
0.1190	0.0401
0.2869	0.0478
0.0871	0.0481
0.0963	0.0403
0.0963	0.0410
0.1278	0.0461
0.1147	0.0468
0.2178	0.0604
0.0897	0.0473
0.3115	0.0625
0.0838	0.0468
0.1004	0.0565
0.0820	0.0574
0.1046	0.0648
0.1139	0.0556
0.0873	0.0485
0.1751	0.0620
0.2941	0.0747
0.1608	0.0699
0.1429	0.0589
0.1765	0.0615
0.2792	0.0701
0.1186	0.0543
0.1746	0.0600
0.0841	0.0471
0.2349	0.0733
0.1571	0.0747
0.1541	0.0617
0.1658	0.0622
0.2541	0.0855
0.3423	0.0746
0.1316	0.0670
0.0951	0.0547
0.1570	0.0643
0.0882	0.0519
0.0836	0.0495
0.1545	0.0664
0.0897	0.0524
0.1173	0.0773
0.1668	0.0838
0.1289	0.0958
0.1459	0.0848
0.1264	0.0896
0.0911	0.0786
