0.0915	0.1210
0.0862	0.1009
0.0761	0.0856
0.0677	0.0602
0.0878	0.0815
0.2190	0.1021
0.0836	0.0630
0.1290	0.0745
0.1243	0.0804
0.1179	0.0847
0.0773	0.0617
0.1153	0.0773
0.0888	0.0816
0.0813	0.0815
0.0963	0.1067
0.0809	0.0799
0.0751	0.0659
0.0734	0.0503
0.0716	0.0466
0.1045	0.0649
0.1034	0.0619
0.1131	0.0776
0.2886	0.0796
0.2931	0.0740
0.4138	0.0880
0.0942	0.0516
0.1058	0.0508
0.3529	0.0841
0.2906	0.0678
0.0863	0.0459
0.0845	0.0477
0.0912	0.0478
0.1945	0.0698
0.1694	0.0604
0.2597	0.0653
0.0940	0.0539
0.1188	0.0680
0.1211	0.0828
0.1363	0.0812
0.0856	0.0556
0.1847	0.0651
0.1620	0.0736
0.0932	0.0504
0.1116	0.0603
0.1230	0.0591
0.1826	0.0710
0.2993	0.0787
0.1619	0.0764
0.3859	0.0838
0.2905	0.0687
0.3056	0.0831
0.1080	0.0640
0.1005	0.0558
0.1850	0.0803
0.1294	0.0523
0.4173	0.0849
0.2223	0.0636
0.0924	0.0425
0.2524	0.0666
0.2947	0.0609
0.3752	0.0653
0.2299	0.0631
0.4308	0.0585
0.3321	0.0658
0.1233	0.0461
0.3375	0.0620
0.3187	0.0583
0.3183	0.0546
0.3396	0.0594
0.3837	0.0622
0.2887	0.0599
0.1903	0.0544
0.2098	0.0472
0.2578	0.0594
0.1271	0.0442
0.3526	0.0685
0.2811	0.0565
0.3473	0.0661
0.3551	0.0653
0.4523	0.0648
0.1582	0.0542
0.3513	0.0776
0.1757	0.0734
0.2027	0.0605
0.1081	0.0457
0.3807	0.0591
0.1974	0.0559
0.1815	0.0602
0.1677	0.0589
0.1362	0.0514
0.1543	0.0493
0.1912	0.0535
0.0985	0.0455
0.0900	0.0626
0.1189	0.0684
0.0925	0.0637
0.0785	0.0591
0.0884	0.0627
0.1034	0.0756
0.0944	0.0512
0.1213	0.0578
0.1228	0.0555
0.0934	0.0522
0.1357	0.0566
0.1376	0.0578
0.1439	0.0578
0.3447	0.0716
0.1864	0.0644
0.2403	0.0649
0.1217	0.0648
0.1557	0.0688
0.1016	0.0544
0.1047	0.0547
0.0820	0.0488
0.1083	0.0673
0.1232	0.0646
0.0872	0.0671
0.0954	0.0693
0.0789	0.0709
0.0822	0.0732
0.0817	0.0744
0.0746	0.0692
0.0807	0.0747
0.0931	0.0781
0.0782	0.0695
0.1077	0.0779
0.0850	0.0675
0.0844	0.0699
0.0816	0.0668
0.0940	0.0699
0.1040	0.0453
0.1240	0.0471
0.1197	0.0482
0.1635	0.0548
0.1622	0.0590
0.1306	0.0544
0.1125	0.0488
0.4064	0.0688
0.1166	0.0485
0.2746	0.0670
0.1471	0.0673
0.1279	0.0521
0.2803	0.0683
0.1300	0.0659
0.1586	0.0589
0.0853	0.0580
0.0794	0.0545
0.1673	0.0708
0.1452	0.0612
0.2033	0.0750
0.0835	0.0607
0.1091	0.0706
0.0888	0.0632
0.1146	0.0949
0.0931	0.0680
0.1344	0.0728
0.0906	0.0540
0.2218	0.0793
0.1443	0.0692
0.2223	0.0720
0.2092	0.0698
0.3163	0.0871
0.3091	0.0872
0.1373	0.0697
0.2114	0.0772
0.2316	0.0692
0.1607	0.0668
0.2170	0.0739
0.1499	0.0647
0.0873	0.0575
0.1251	0.0667
0.1475	0.0868
0.2498	0.0873
0.1208	0.0697
0.1356	0.0832
0.1057	0.0500
0.0886	0.0449
0.0960	0.0526
0.1732	0.0516
0.2694	0.0577
0.0994	0.0409
0.2162	0.0489
0.4516	0.0698
0.1520	0.0485
0.3759	0.0549
0.1796	0.0503
0.1590	0.0532
0.0992	0.0432
0.1439	0.0494
0.1475	0.0515
0.2076	0.0500
0.1569	0.0587
0.1021	0.0535
0.1219	0.0552
0.1042	0.0598
0.0914	0.0526
0.2367	0.0725
0.1785	0.0635
0.2002	0.0729
0.3146	0.0926
0.1381	0.0668
0.1415	0.0672
0.1061	0.0563
0.0839	0.0500
0.0915	0.0567
0.1768	0.0782
0.1657	0.0747
0.1333	0.0710
0.1628	0.0758
0.2652	0.0874
0.0928	0.0599
0.0938	0.0615
0.1135	0.0773
0.2347	0.1069
0.1520	0.0895
0.0829	0.0554
0.2542	0.0832
0.0999	0.0733
0.1001	0.0648
0.2315	0.0741
0.1187	0.0611
0.1107	0.0587
0.1393	0.0540
0.1660	0.0595
0.1623	0.0464
0.1911	0.0493
0.2041	0.0440
0.3081	0.0457
0.2133	0.0435
0.3454	0.0509
0.1014	0.0371
0.5209	0.0599
0.3944	0.0557
0.1412	0.0423
0.4061	0.0615
0.2330	0.0593
0.1206	0.0497
0.1447	0.0470
0.1634	0.0540
0.1885	0.0557
0.0948	0.0489
0.0874	0.0530
0.1020	0.0847
0.0886	0.0772
0.0713	0.0625
0.0997	0.0756
0.1017	0.0834
0.0965	0.0747
0.1873	0.1028
0.0793	0.0635
0.1702	0.0948
0.1380	0.0820
0.1486	0.0903
0.0821	0.0665
0.1059	0.0576
0.1863	0.0714
0.1149	0.0538
0.0809	0.0465
0.1118	0.0530
0.1320	0.0642
0.1320	0.0363
0.3476	0.0431
0.3630	0.0325
0.1606	0.0303
0.3784	0.0428
0.1600	0.0297
0.4039	0.0426
0.7077	0.0486
0.7557	0.0485
0.8283	0.0476
0.5334	0.0333
0.2704	0.0280
0.4290	0.0370
0.2234	0.0337
0.2957	0.0338
0.1264	0.0268
0.1160	0.0254
0.2542	0.0504
0.1061	0.0452
0.1145	0.0492
0.1008	0.0546
0.1383	0.0563
0.1306	0.0566
0.1030	0.0533
0.1056	0.0546
0.1143	0.0592
0.2289	0.0656
0.0964	0.0575
0.0935	0.0541
